genome	true_class	top_class	top_p	0	1	2
Fusarium_udum	1	1.0	1.0	2.8552278122602183e-24	1.0	4.202847565220879e-19
Annulohypoxylon_stygium	1	1.0	1.0	1.9309623569328154e-18	1.0	4.773803574664726e-10
Zymoseptoria_tritici	2	2.0	1.0	1.9654840218206963e-24	4.030643360465485e-20	1.0
Penicillium_nalgiovense	2	2.0	1.0	4.32111486349529e-13	2.3272762883497222e-10	1.0
Clavispora_lusitaniae	2	2.0	1.0	1.5966714985170146e-17	7.125759794547245e-19	1.0
Cephaloascus_fragrans	2	2.0	1.0	8.73504963022978e-14	4.944748389860316e-18	1.0
Cantharellus_cibarius	0	0.0	1.0	1.0	3.9559840321092e-14	2.035648982712246e-09
Candida_glabrata	2	2.0	1.0	4.315170616664421e-12	1.722706721198064e-13	1.0
Cryptococcus_amylolentus	0	0.0	1.0	1.0	6.469188384853122e-14	2.7282887862974115e-13
Penicillium_oxalicum	2	2.0	1.0	1.6660178792093916e-09	3.75022929377522e-12	1.0
Penicillium_decumbens	2	2.0	1.0	2.6907668106856573e-15	3.0937166890787626e-12	1.0
Aspergillus_oryzae	2	2.0	1.0	3.2455531318031916e-12	7.562068918103015e-13	1.0
Ophioceras_dolichostomum	1	1.0	1.0	3.974862363624425e-14	1.0	2.35625782970541e-15
Sporothrix_brasiliensis	1	1.0	1.0	2.7484943140865248e-11	1.0	1.626485367709989e-19
Teunomyces_gatunensis	2	2.0	1.0	4.390321071719604e-19	1.8160640499016376e-16	1.0
Candida_hawaiiana	2	2.0	1.0	7.71419436882639e-19	7.233807997053532e-11	1.0
Peniophora_sp._CBMAI_1063	0	0.0	1.0	1.0	1.9359300346969128e-29	5.98748872704391e-09
Escovopsis_sp._Ae720	1	1.0	1.0	1.2914721924994538e-23	1.0	3.988389297150597e-17
Pterula_gracilis	0	0.0	1.0	1.0	7.290881255715105e-25	2.0577733961246736e-11
Fusarium_brasiliense	1	1.0	1.0	4.383533632662691e-31	1.0	2.3273992857584882e-26
Thielaviopsis_euricoi	1	1.0	1.0	7.907103249070457e-13	1.0	2.607042838248486e-17
Leucoagaricus_sp._SymC.cos	0	0.0	1.0	1.0	4.548617748732428e-16	2.203928059745907e-15
Russula_abietina	0	0.0	1.0	1.0	2.0515437421880898e-17	1.6242812852040422e-15
Thermoascus_crustaceus	2	2.0	1.0	5.575050403966442e-12	1.0901805716848068e-12	1.0
Lipomyces_lipofer	2	2.0	1.0	2.2357838247444306e-08	9.718124915902848e-11	1.0
Calonectria_pseudonaviculata	1	1.0	1.0	9.120355294847387e-18	1.0	3.921606352911937e-14
Hypocrella_siamensis	1	1.0	1.0	5.546540657319632e-12	1.0	1.2132758488585851e-17
Raffaelea_sp._RL272	1	1.0	1.0	9.471457829935358e-16	1.0	3.416380653170741e-20
Russula_foetens	0	0.0	1.0	1.0	4.4313913646146866e-20	8.342223150809079e-16
Candida_oregonensis	2	2.0	1.0	8.430999045064782e-24	6.455511370819895e-20	1.0
Huntiella_moniliformis	1	1.0	1.0	3.4453262064728903e-15	1.0	1.805908311780513e-09
Hymenoscyphus_fraxineus	1	1.0	1.0	3.484780101183489e-16	1.0	9.696530904601541e-12
Aspergillus_neoniger	2	2.0	1.0	1.4509205469026565e-11	3.844191978630285e-11	1.0
Cordyceps_confragosa	1	1.0	1.0	2.5918995186973858e-18	1.0	9.393991796469506e-15
Naumovozyma_dairenensis	2	2.0	1.0	3.460265927957007e-13	3.715546088205696e-17	1.0
Gelatoporia_subvermispora	0	0.0	1.0	1.0	6.303786261025941e-26	5.159856916736594e-12
Cyberlindnera_jadinii	2	2.0	1.0	1.7233249852969632e-20	3.54785048750048e-23	1.0
Millerozyma_acaciae	2	2.0	1.0	2.8670859089641176e-13	8.353604266653214e-13	1.0
Pseudogymnoascus_sp._VKM_F-3557	1	1.0	1.0	1.6508673200777498e-15	1.0	6.104670102757837e-10
Bipolaris_victoriae	2	2.0	1.0	2.177292200700176e-11	7.213330627253711e-12	1.0
Lepidopterella_palustris	2	2.0	1.0	1.4501130644714258e-18	2.9658315803260393e-09	1.0
Dentipellis_fragilis	0	0.0	1.0	1.0	2.6155765685231392e-27	1.190487273783911e-14
Mycena_chlorophos	0	0.0	1.0	1.0	1.0970992320357121e-24	9.59234081054916e-12
Pleurotus_tuoliensis	0	0.0	1.0	1.0	1.6836666630503214e-21	5.089997586420593e-15
Pestalotiopsis_fici	1	1.0	1.0	3.211855260920604e-12	1.0	9.475638329536906e-11
Apiotrichum_brassicae	0	0.0	1.0	1.0	4.63669436147608e-20	1.8518826909608578e-16
Lobosporangium_transversale	0	0.0	1.0	1.0	3.801130144167857e-19	1.1013722156505423e-09
Kluyveromyces_lactis	2	2.0	1.0	5.190739992632765e-17	2.5838080299179435e-23	1.0
Monascus_ruber	2	2.0	1.0	3.1391766356497763e-12	9.268947371784964e-14	1.0
Colletotrichum_incanum	1	1.0	1.0	5.13573175397905e-16	1.0	5.578454365107177e-12
Epichloe_sylvatica	1	1.0	1.0	3.911031197420853e-28	1.0	8.235749758742953e-26
Podospora_anserina	1	1.0	1.0	1.0506793339932976e-18	1.0	4.288824696996535e-15
Ophiostoma_ips	1	1.0	1.0	3.051189229439933e-16	1.0	8.006165230523898e-22
Gaeumannomyces_sp._JS-464	1	1.0	1.0	8.265746200362713e-18	1.0	1.972989560017331e-23
Cercospora_cf._sigesbeckiae	2	2.0	1.0	2.7329373139539648e-11	7.231010495239998e-14	1.0
Pecoramyces_ruminatium	0	0.0	1.0	1.0	2.285045165367729e-37	1.503110765424594e-20
Metschnikowia_drakensbergensis	2	2.0	1.0	2.185574439440322e-24	1.5972129709459918e-18	1.0
Malassezia_pachydermatis	0	0.0	1.0	1.0	6.410618192849756e-23	1.797952520372903e-12
Boletus_sp._MG95	0	0.0	1.0	1.0	7.299539793010811e-24	1.2715367436605938e-16
Ramularia_collo-cygni	2	2.0	1.0	2.847398449226028e-15	9.450864570104134e-13	1.0
Metschnikowia_hibisci	2	2.0	1.0	5.092962918045111e-25	6.885104067657615e-21	1.0
Talaromyces_leycettanus	2	2.0	1.0	9.826412253333139e-12	1.3263111879859772e-16	1.0
Trametes_polyzona	0	0.0	1.0	1.0	6.987901373370602e-36	8.308377450654339e-14
Ceratocystis_platani	1	1.0	1.0	3.8172505914970507e-16	1.0	1.45230829180212e-14
Lodderomyces_elongisporus	2	2.0	1.0	1.00639443445516e-08	2.4640005794148345e-16	1.0
Aspergillus_calidoustus	2	2.0	1.0	1.6243148319439182e-12	3.539058976431697e-11	1.0
Colletotrichum_falcatum	1	1.0	1.0	2.4267185240070347e-29	1.0	4.2490727326837826e-23
Ophiocordyceps_australis	1	1.0	1.0	3.701234645536609e-22	1.0	5.424373560634136e-23
Rhizomucor_pusillus	0	0.0	1.0	1.0	2.2103634369719307e-20	7.645139404356682e-13
Komagataella_pastoris	2	2.0	1.0	2.963357047946905e-15	1.4088183350194969e-21	1.0
Tilletia_horrida	0	0.0	1.0	1.0	3.765491594561312e-22	3.981201494674205e-16
Nothophaeocryptopus_gaeumannii	2	2.0	1.0	7.086823125947508e-14	1.1971909466383657e-14	1.0
Monilinia_fructicola	1	1.0	1.0	5.97620980480329e-11	1.0	3.700108253644474e-13
Suillus_pictus	0	0.0	1.0	1.0	6.455203033491037e-24	8.330012112083224e-16
Penicillium_occitanis	2	2.0	1.0	4.70240599931282e-12	1.4888176802507758e-10	1.0
Sphaceloma_murrayae	2	2.0	0.9999998807907104	7.951253877536146e-08	2.960786824046657e-11	0.9999998807907104
Shiraia_sp._slf14	2	2.0	1.0	1.5556081423007129e-10	4.5593374409236276e-08	1.0
Thamnocephalis_sphaerospora	0	0.0	1.0	1.0	1.3090452027550846e-31	1.0267653765519587e-14
Saturnispora_dispora	2	2.0	1.0	1.207693752843669e-16	9.777146003613746e-24	1.0
Gyalolechia_flavorubescens	2	2.0	1.0	1.719159570257034e-08	3.130184479671616e-12	1.0
Puccinia_triticina	0	0.0	1.0	1.0	9.760989759521888e-13	3.391844138889155e-09
Saprochaete_clavata	2	2.0	1.0	2.359824835540536e-11	1.3872683211630907e-20	1.0
Tilletia_laevis	0	0.0	1.0	1.0	2.0783873291569072e-26	6.399935442247688e-17
Thielavia_terrestris	1	1.0	1.0	2.0636696309416884e-18	1.0	2.0939246780926624e-08
Xylaria_longipes	1	1.0	1.0	7.082400020812981e-19	1.0	4.9626237147437635e-11
Saturnispora_hagleri	2	2.0	1.0	2.286211540159709e-16	2.3485030097915014e-24	1.0
Penicillium_rubens	2	2.0	1.0	3.463435321957725e-13	4.609327849958156e-11	1.0
Candida_tropicalis	2	2.0	1.0	6.907178480902844e-20	1.975104574990319e-24	1.0
Lentinus_tigrinus	0	0.0	1.0	1.0	5.4769326335179e-32	2.7772733115008497e-14
Tuber_magnatum	2	2.0	1.0	2.2121049436663043e-09	1.0777569796758383e-16	1.0
Penicillium_roqueforti	2	2.0	1.0	4.436445175527541e-14	2.990754865983547e-11	1.0
Grammothele_lineata	0	0.0	1.0	1.0	7.512881943112791e-33	2.8237652559097437e-14
Lecanicillium_psalliotae	1	1.0	1.0	6.007537810314226e-14	1.0	2.1993301277389854e-11
Melampsora_medusae	0	0.0	1.0	1.0	9.225297879364642e-17	9.112324228510715e-10
Kluyveromyces_dobzhanskii	2	2.0	1.0	2.628060339560601e-18	1.9991860332363878e-25	1.0
Rhodotorula_kratochvilovae	0	0.0	1.0	1.0	0.0	1.401298464324817e-45
Lichtheimia_ramosa	0	0.0	1.0	1.0	5.607767293223744e-28	8.105258068340679e-32
Chrysosporium_queenslandicum	2	2.0	1.0	1.2128325899141146e-08	1.6057723206674979e-10	1.0
Fonsecaea_monophora	2	2.0	1.0	2.8928872630729074e-09	6.007988773149009e-09	1.0
Sporothrix_schenckii	1	1.0	1.0	1.0367645630893207e-10	1.0	1.4017282719134787e-18
Metschnikowia_arizonensis	2	2.0	1.0	1.2810318771201961e-14	2.022780038236358e-20	1.0
Lomentospora_prolificans	1	1.0	1.0	4.382083617412297e-14	1.0	1.9881833068779997e-08
Fomitopsis_rosea	0	0.0	1.0	1.0	1.728719277530696e-33	2.235418881252338e-14
Fusarium_asiaticum	1	1.0	1.0	5.825193978440182e-14	1.0	8.039469155500523e-13
Aspergillus_vadensis	2	2.0	1.0	2.2262060250799465e-11	1.2189671147466719e-11	1.0
Aspergillus_taichungensis	2	2.0	1.0	3.160323565343237e-12	1.5779097253527767e-14	1.0
Wickerhamomyces_anomalus	2	2.0	1.0	1.7575160374353218e-27	1.940425275557734e-29	1.0
Aspergillus_kawachii	2	2.0	1.0	3.990258123920398e-11	2.162591113130663e-11	1.0
Trametes_coccinea	0	0.0	1.0	1.0	1.5873842423136813e-34	6.061311527564076e-14
Thelephora_aurantiotincta	0	0.0	1.0	1.0	1.8835592390916838e-23	4.813920529561644e-12
Nadsonia_fulvescens_var._fulvescens	2	2.0	1.0	1.22796944054121e-12	3.2942494218590745e-12	1.0
Fusarium_sp._JS626	1	1.0	1.0	1.8073896384283655e-17	1.0	7.538770822879126e-12
Vanrija_humicola	0	0.0	1.0	1.0	6.83885185894656e-13	2.1606836075389137e-21
Ceratocystis_adiposa	1	1.0	1.0	1.5470431032391096e-20	1.0	7.015811271781497e-14
Hebeloma_cylindrosporum	0	0.0	1.0	1.0	6.747585613938101e-20	2.6969790983821795e-11
Verticillium_nonalfalfae	1	1.0	1.0	4.1065756057576423e-16	1.0	4.851280408478282e-15
Emmonsia_crescens	2	2.0	1.0	1.7147341760479634e-13	1.4619830346340734e-10	1.0
Coprinopsis_cinerea	0	0.0	1.0	1.0	1.401756130340709e-24	3.6755494481344186e-11
Neocallimastix_californiae	0	0.0	1.0	1.0	4.122669407749556e-36	3.852877321452905e-29
Saturnispora_serradocipensis	2	2.0	1.0	1.0471797387895583e-15	1.1268546709501961e-23	1.0
Saccharomyces_paradoxus	2	2.0	1.0	4.934733651980154e-14	9.491580066174183e-21	1.0
Verticillium_zaregamsianum	1	1.0	1.0	4.5569843166689324e-18	1.0	3.834400838157023e-15
Albophoma_yamanashiensis	1	1.0	1.0	2.2237304195032916e-16	1.0	3.308779709639345e-14
Aspergillus_udagawae	2	2.0	1.0	4.677629464322486e-11	5.70640702659414e-13	1.0
Candida_dubliniensis	2	2.0	1.0	1.2225839515407245e-21	1.1370723381825297e-21	1.0
Debaryomyces_subglobosus	2	2.0	1.0	1.0325471387466218e-14	2.343255364051222e-12	1.0
Talaromyces_adpressus	2	2.0	1.0	3.3963316100477092e-12	1.6066002972436877e-09	1.0
Smittium_angustum	0	0.0	1.0	1.0	5.13573175397905e-16	6.420327047784724e-10
Pseudocercospora_fijiensis	2	2.0	1.0	5.665309561418803e-41	2.910535959463696e-21	1.0
Escovopsis_weberi	1	1.0	1.0	5.01115062372574e-19	1.0	8.492695208108664e-14
Gomphus_sp._MG54	0	0.0	1.0	1.0	2.6888677364143726e-23	1.4125009027449092e-26
Rasamsonia_emersonii	2	2.0	1.0	4.1935118572089536e-11	3.0972221857529514e-13	1.0
Hanseniaspora_uvarum	2	2.0	1.0	1.4750084836209597e-16	1.434345847880039e-25	1.0
Starmerella_bombicola	2	2.0	1.0	6.349229475510754e-11	2.2508450214786535e-08	1.0
Ramaria_sp._MG151	0	0.0	1.0	1.0	1.0689703454217034e-23	3.819890180407905e-22
Cokeromyces_recurvatus	0	0.0	1.0	1.0	1.8426496596045102e-18	8.63450866826344e-20
Myriosclerotinia_duriaeana	1	1.0	1.0	1.3062095892760195e-12	1.0	6.293499141968306e-12
Macrophomina_phaseolina	2	2.0	1.0	5.987889368437476e-20	8.201313841374111e-14	1.0
Furculomyces_boomerangus	0	0.0	1.0	1.0	1.6094345975836873e-16	4.609171933012135e-10
Bipolaris_cookei	2	2.0	1.0	1.3799134057634888e-09	3.5087325406246705e-11	1.0
Emergomyces_pasteurianus	2	2.0	1.0	2.1101891935215722e-13	2.898660261471675e-12	1.0
Auricularia_auriculajudae	0	0.0	1.0	1.0	4.398005378714534e-31	4.591137955651647e-15
Kodamaea_ohmeri	2	2.0	1.0	2.8106785562170833e-12	1.0272041396186364e-14	1.0
Kazachstania_turicensis	2	2.0	1.0	1.5069290216704334e-12	3.276735521508473e-15	1.0
Trichoderma_koningii	1	1.0	1.0	8.094829056328709e-21	1.0	6.295373340132692e-19
Fusarium_fujikuroi	1	1.0	1.0	2.1599957231721623e-17	1.0	7.189838459840947e-13
Metarhizium_rileyi	1	1.0	1.0	1.2757514498938714e-20	1.0	7.363036504288989e-13
Ogataea_parapolymorpha	2	2.0	1.0	1.1897039931353912e-18	2.58403594761068e-22	1.0
Byssochlamys_sp._AF001	2	2.0	1.0	3.677593440280097e-13	1.90168410532654e-12	1.0
Trichothecium_ovalisporum	1	1.0	1.0	5.374867625932017e-19	1.0	2.1346285091525496e-16
Morchella_septimelata	2	2.0	1.0	1.492133194780365e-09	1.043423303315194e-08	1.0
Postia_placenta	0	0.0	1.0	1.0	4.459183118920029e-28	2.8111166823149847e-13
Cenococcum_geophilum	2	2.0	1.0	6.878701363311725e-35	3.555586758352547e-08	1.0
Suhomyces_pyralidae	2	2.0	1.0	5.2340757988087806e-21	3.481378734504671e-16	1.0
Monilinia_laxa	1	1.0	1.0	9.287259850054852e-11	1.0	4.877805624692311e-12
Trichoderma_longibrachiatum	1	1.0	1.0	3.026191480293808e-20	1.0	2.6577410275050754e-18
Exserohilum_turcicum	2	2.0	1.0	1.7064282929399321e-12	3.3049911696281242e-09	1.0
Ramularia_endophylla	2	2.0	1.0	2.322070746047874e-25	3.312550972959251e-17	1.0
Amanita_pseudoporphyria	0	0.0	1.0	1.0	1.2081441237358827e-18	1.085937573587839e-14
Kwoniella_heveanensis	0	0.0	1.0	1.0	1.297450161950291e-26	4.375845990026355e-17
Lachancea_fantastica_nom_nud	2	2.0	1.0	1.7754749424445383e-19	3.437202824828489e-21	1.0
Malassezia_vespertilionis	0	0.0	1.0	1.0	1.1553705838358117e-41	2.463765054375154e-24
Ganoderma_lucidum	0	0.0	1.0	1.0	1.2211167182357802e-27	2.4642851507213764e-14
Neoscytalidium_dimidiatum	2	2.0	1.0	1.2615396227655395e-10	2.480801751091749e-13	1.0
Chrysoporthe_cubensis	1	1.0	1.0	3.2653556338621114e-15	1.0	1.4403324886946844e-11
Hirsutella_minnesotensis	1	1.0	1.0	1.2629680359175892e-20	1.0	8.305924347947884e-17
Venturia_effusa	2	2.0	1.0	1.0519487672166605e-14	2.4831088296650705e-08	1.0
Rhodotorula_taiwanensis	0	0.0	1.0	1.0	2.639625917248658e-41	1.7195937846992634e-29
Amanita_polypyramis	0	0.0	1.0	1.0	2.8402047042841157e-16	2.7670093646903204e-11
Colletotrichum_graminicola	1	1.0	1.0	4.767099835463688e-28	1.0	8.578769542126255e-18
Pyricularia_pennisetigena	1	1.0	1.0	1.696919341154235e-11	1.0	1.7755363151961134e-11
Ganoderma_sinense	0	0.0	1.0	1.0	1.3665383535105145e-26	2.5015645953893433e-14
Yamadazyma_nakazawae	2	2.0	1.0	3.405139397893116e-20	1.4060600875344482e-19	1.0
Citeromyces_hawaiiensis	2	2.0	1.0	3.1231877084536563e-09	6.267091744649109e-14	1.0
Penicillium_brasilianum	2	2.0	1.0	1.5205203632642772e-14	1.6461614016360926e-10	1.0
Pochonia_chlamydosporia	1	1.0	1.0	1.2459201181426841e-17	1.0	4.4746384332203237e-13
Penicillium_digitatum	2	2.0	1.0	3.2735156274034394e-13	1.5462889649264788e-11	1.0
Rhodotorula_toruloides	0	0.0	1.0	1.0	9.80908925027372e-45	1.5449290680470213e-31
Candida_sojae	2	2.0	1.0	9.942103481445534e-17	4.002939595410921e-20	1.0
Malassezia_nana	0	0.0	1.0	1.0	3.768592570939624e-31	1.9065057071442867e-21
Rhizopogon_sp._AM2018a	0	0.0	1.0	1.0	1.5591342785181971e-21	1.2998997477785225e-15
Scedosporium_apiospermum	1	1.0	1.0	1.818504298883118e-16	1.0	1.4866383124534366e-10
Verticillium_tricorpus	1	1.0	1.0	4.714441454990851e-19	1.0	2.897460425749362e-16
Sparassis_crispa	0	0.0	1.0	1.0	2.636162371475508e-26	2.102205041987215e-11
Zygotorulaspora_mrakii	2	2.0	1.0	2.331920464018755e-13	1.5916225483242346e-19	1.0
Ilyonectria_mors-panacis	1	1.0	1.0	1.5489326939509105e-20	1.0	1.712003802611939e-11
Apiotrichum_gamsii	0	0.0	1.0	1.0	5.965312144086502e-22	9.706325321649933e-22
Suillus_sp._MG131	0	0.0	1.0	1.0	2.628808259468365e-21	1.2661930245546032e-16
Dichomitus_squalens	0	0.0	1.0	1.0	1.8320068548977775e-29	1.063663385343118e-13
Pseudohalonectria_lignicola	1	1.0	1.0	1.5021328608722065e-17	1.0	1.3274088235716106e-17
Curvularia_sp._IFB-Z10	2	2.0	1.0	3.930073627644859e-11	8.726761175671671e-13	1.0
Zygosaccharomyces_rouxii	2	2.0	1.0	7.650268045669669e-22	4.288704434030317e-25	1.0
Cryphonectria_radicalis	1	1.0	1.0	2.1831023994849444e-14	1.0	2.5330948353606848e-18
Talaromyces_amestolkiae	2	2.0	1.0	3.1754914670001355e-11	3.4089778222501366e-10	1.0
Cadophora_malorum	1	1.0	1.0	1.1647805116254961e-11	1.0	4.089513016419799e-12
Basidioascus_undulatus	0	0.0	1.0	1.0	2.656439480950767e-36	1.9649507025449603e-25
Amauroascus_niger	2	2.0	1.0	7.41892519640075e-11	8.132746321005968e-13	1.0
Rhizophagus_sp._MUCL_43196	0	0.0	1.0	1.0	2.20834236314138e-11	4.5895819561275406e-14
Rhizophagus_clarus	0	0.0	1.0	1.0	3.5280830448965184e-13	1.6093258385532598e-14
Onygena_corvina	2	2.0	1.0	1.2347997087826743e-19	4.339616231467669e-13	1.0
Hesseltinella_vesiculosa	0	0.0	1.0	1.0	3.1215964645838214e-21	1.837409068414209e-15
Fomitiporia_mediterranea	0	0.0	1.0	1.0	1.378957740946347e-21	1.4866055052377525e-31
Ascochyta_rabiei	2	2.0	1.0	5.9865112338381744e-15	2.022122771419728e-14	1.0
Trachipleistophora_hominis	0	0.0	1.0	1.0	3.733329183991385e-12	5.348868111433254e-20
Raffaelea_quercus-mongolicae	1	1.0	1.0	3.159101491617927e-15	1.0	7.107328614530672e-11
Penicillium_italicum	2	2.0	1.0	3.276289861616643e-20	3.887370286781433e-11	1.0
Amanita_jacksonii	0	0.0	1.0	1.0	1.2126095548751737e-17	1.1764817798774302e-16
Fusarium_pseudograminearum	1	1.0	1.0	1.598849904468208e-14	1.0	2.8166125031273137e-13
Zasmidium_citri-griseum	2	2.0	1.0	3.368525813629129e-27	6.185388301809674e-14	1.0
Rutstroemia_sydowiana	1	1.0	1.0	2.9588800853908026e-10	1.0	8.411876056824141e-11
Trigonopsis_vinaria	2	2.0	1.0	4.8396824742225064e-11	2.6116979672669016e-12	1.0
Drechmeria_coniospora	1	1.0	1.0	1.3864699319188212e-12	1.0	2.8019223305858246e-19
Aspergillus_turcosus	2	2.0	1.0	4.029798630206249e-12	1.8350433477441752e-13	1.0
Tricholoma_saponaceum	0	0.0	1.0	1.0	1.0756540218609324e-16	1.257089918271781e-12
Cercospora_nicotianae	2	2.0	1.0	4.368435300994289e-12	5.132564295448616e-14	1.0
Colletotrichum_lentis	1	1.0	1.0	9.177675341389644e-30	1.0	8.183198538313596e-19
Pyrenochaeta_sp._UM_256	2	2.0	1.0	2.5915318068586712e-12	3.91743293687752e-15	1.0
Scheffersomyces_stipitis	2	2.0	1.0	4.02635373428693e-21	5.517239099191531e-16	1.0
Russula_virescens	0	0.0	1.0	1.0	7.04140606634868e-17	1.1567976937127508e-17
Tetrapisispora_fleetii	2	2.0	1.0	1.7267068851134493e-13	7.427178751846179e-15	1.0
Fusarium_hostae	1	1.0	1.0	3.072430036430213e-19	1.0	1.656812030235641e-13
Ceratocystis_harringtonii	1	1.0	1.0	1.266811490954997e-16	1.0	2.0245377047039973e-15
Tuber_calosporum	2	2.0	1.0	4.638774697696135e-08	8.498630401851393e-13	1.0
Kazachstania_transvaalensis	2	2.0	1.0	1.1328467700338335e-21	8.325939732998806e-25	1.0
Escovopsis_sp._AC	1	1.0	1.0	1.6560360073525338e-19	1.0	8.951722284440689e-13
Trichosporon_akiyoshidainum	0	0.0	1.0	1.0	9.683910845523919e-15	3.4374836591087995e-18
Neoboletus_magnificus	0	0.0	1.0	1.0	8.778153877138201e-26	5.547026012636294e-20
Calycina_herbarum	1	1.0	1.0	9.15759973442995e-23	1.0	1.5217787577623655e-15
Testicularia_cyperi	0	0.0	1.0	1.0	7.989468642222164e-09	5.270768890786037e-11
Smittium_mucronatum	0	0.0	1.0	1.0	1.0459306828297134e-14	2.783099965764091e-11
Syncephalastrum_monosporum	0	0.0	1.0	1.0	3.1206646368390253e-23	9.365869615698863e-22
Aspergillus_chevalieri	2	2.0	1.0	8.463200843258911e-14	5.015231788111469e-16	1.0
Magnaporthe_sp._MG12	1	1.0	1.0	1.0790956480157335e-13	1.0	1.2334610668463843e-14
Talaromyces_islandicus	2	2.0	1.0	2.898148640019006e-14	8.859502020897025e-10	1.0
Fonsecaea_pedrosoi	2	2.0	1.0	5.079344944647346e-09	7.828724335467996e-09	1.0
Penicilliopsis_zonata	2	2.0	1.0	2.1138978988922865e-18	1.2346916891670112e-11	1.0
Lentinula_edodes	0	0.0	1.0	1.0	9.171023622681915e-23	1.3338797080764131e-11
Coprinopsis_marcescibilis	0	0.0	1.0	1.0	8.372428769638231e-20	2.204093435542731e-10
Tricholoma_flavovirens	0	0.0	1.0	1.0	2.117082343917811e-21	2.8907671118431545e-18
Raffaelea_quercivora	1	1.0	1.0	2.7305084678828833e-19	1.0	6.126066794041017e-16
Caloboletus_calopus	0	0.0	1.0	1.0	7.548583809412618e-27	2.1820060376747363e-19
Takashimella_koratensis	0	0.0	1.0	1.0	8.597051504600637e-25	2.2416873288967646e-21
Komagataella_populi	2	2.0	1.0	2.5258907887114237e-15	7.334325340378564e-22	1.0
Glomus_cerebriforme	0	0.0	1.0	1.0	3.792583434802932e-12	3.6080274713550485e-15
Papiliotrema_flavescens	0	0.0	1.0	1.0	8.088569113872112e-27	2.1773803531130627e-14
Eremothecium_gossypii	2	2.0	1.0	1.2832578966462393e-13	3.578588509470402e-20	1.0
Metschnikowia_santaceciliae	2	2.0	1.0	3.1096162801408323e-21	2.2598804791394602e-29	1.0
Aspergillus_phoenicis	2	2.0	1.0	7.651157485355498e-11	3.0955009389099786e-11	1.0
Candida_montana	2	2.0	1.0	3.314975331525442e-26	1.2279756920142901e-32	1.0
Pseudogymnoascus_sp._24MN13	1	1.0	1.0	1.709995804919596e-16	1.0	1.9256150840529784e-10
Kurtzmaniella_cleridarum	2	2.0	1.0	3.9190001595881775e-16	5.921540953010656e-19	1.0
Penicillium_sp._MA_6036	2	2.0	1.0	9.655844239410058e-14	1.996789777795882e-13	1.0
Aspergillus_luchuensis	2	2.0	1.0	4.4653326175536634e-11	1.2517645774090536e-11	1.0
Epichloe_amarillans	1	1.0	1.0	2.572268335938099e-26	1.0	4.027339659679052e-12
Actinomucor_elegans	0	0.0	1.0	1.0	3.2776682288604918e-18	2.8110030969585864e-10
Colletotrichum_orchidophilum	1	1.0	1.0	3.145078000908295e-17	1.0	2.2918623616486385e-15
Takashimella_tepidaria	0	0.0	1.0	1.0	3.862979782736942e-18	8.441819190571371e-15
Ustilago_hordei	0	0.0	1.0	1.0	8.876456889158615e-16	1.3289588873810487e-10
Cyberlindnera_mrakii	2	2.0	1.0	2.758239245554326e-20	7.508253897632672e-22	1.0
Kregervanrija_fluxuum	2	2.0	1.0	1.0086482061932498e-20	5.916922532636031e-23	1.0
Pichia_nakasei	2	2.0	1.0	8.80516508096979e-23	2.764229132738295e-30	1.0
Penicillium_verrucosum	2	2.0	1.0	4.1998292322174835e-14	1.2251913372729462e-10	1.0
Gymnopilus_dilepis	0	0.0	1.0	1.0	1.5950262672979196e-19	6.20332669780399e-13
Geotrichum_candidum	2	2.0	1.0	4.354298033248938e-10	4.0344211527099105e-08	1.0
Pachysolen_tannophilus	2	2.0	1.0	3.6160088225961095e-28	2.2352034484840604e-31	1.0
Oehlia_diaphana	0	0.0	1.0	1.0	7.188279051856261e-12	2.1056860953234252e-13
Ilyonectria_destructans	1	1.0	1.0	2.2297859440699963e-17	1.0	2.933982917729949e-11
Kwoniella_shandongensis	0	0.0	1.0	1.0	4.286900885378316e-27	1.2840054662593559e-23
Cladophialophora_psammophila	2	2.0	1.0	1.3761932335354908e-14	1.4942292958508574e-09	1.0
Pseudogymnoascus_sp._04NY16	1	1.0	1.0	3.2239873917511586e-17	1.0	1.6740248076629882e-10
Kazachstania_bromeliacearum	2	2.0	1.0	1.1583205538999762e-18	8.86369871790937e-24	1.0
Tetrapisispora_phaffii	2	2.0	1.0	1.6710754958612628e-12	1.9515528990455937e-14	1.0
Ceratocystis_manginecans	1	1.0	1.0	8.889468903415217e-16	1.0	1.8035089209816196e-13
Exophiala_spinifera	2	2.0	1.0	4.62881089794559e-13	1.8498874307382174e-13	1.0
Fusarium_mangiferae	1	1.0	1.0	1.3157933052559572e-17	1.0	2.610989495357291e-13
Cyberlindnera_fabianii	2	2.0	1.0	1.1784300383741763e-18	3.2238359117670035e-12	1.0
Fusarium_culmorum	1	1.0	1.0	7.886215552116438e-16	1.0	1.0710248470437514e-13
Cladonia_uncialis	2	2.0	1.0	1.537223514170953e-14	1.1764264909452926e-11	1.0
Pseudogymnoascus_sp._VKM_F-4246	1	1.0	1.0	8.5941445136079e-15	1.0	9.639555126339516e-11
Epichloe_baconii	1	1.0	1.0	6.278314349730538e-29	1.0	4.400900530646485e-27
Beauveria_bassiana	1	1.0	1.0	4.4341880312464554e-17	1.0	9.04484278273221e-14
